ORTHOLOG_GRP	NUM_MISSING	ALL_SINGLE	Anasp1	Neosp1	Orpsp1_1	Pirfi3
ORTHO_6640	1	yes	1	1	0	1
ORTHO_6641	1	yes	0	1	1	1
ORTHO_6642	1	yes	1	1	0	1
ORTHO_6643	1	yes	0	1	1	1
ORTHO_6644	1	yes	0	1	1	1
ORTHO_6646	1	yes	1	1	1	0
ORTHO_6647	1	yes	1	1	0	1
ORTHO_6648	1	yes	1	1	0	1
ORTHO_6649	1	yes	1	1	0	1
ORTHO_6650	1	yes	1	1	0	1
ORTHO_6652	1	yes	1	1	0	1
ORTHO_6653	1	yes	0	1	1	1
ORTHO_6655	1	yes	1	1	0	1
ORTHO_6656	1	yes	1	1	0	1
ORTHO_6657	1	yes	1	1	0	1
ORTHO_6659	1	yes	1	1	0	1
ORTHO_6661	1	yes	1	1	0	1
ORTHO_6662	1	yes	1	1	0	1
ORTHO_6663	1	yes	1	1	0	1
ORTHO_6664	1	yes	1	1	0	1
ORTHO_6665	1	yes	1	1	0	1
ORTHO_6666	1	yes	1	1	0	1
ORTHO_6667	1	yes	0	1	1	1
ORTHO_6668	1	yes	1	1	0	1
ORTHO_6669	1	yes	1	1	0	1
ORTHO_6670	1	yes	1	1	0	1
ORTHO_6671	1	yes	0	1	1	1
ORTHO_6672	1	yes	1	0	1	1
ORTHO_6673	1	yes	0	1	1	1
ORTHO_6674	1	yes	1	1	0	1
ORTHO_6676	1	yes	0	1	1	1
ORTHO_6678	1	yes	1	1	0	1
ORTHO_6679	1	yes	0	1	1	1
ORTHO_6680	1	yes	1	1	0	1
ORTHO_6681	1	yes	1	1	0	1
ORTHO_6682	1	yes	1	1	0	1
ORTHO_6683	1	yes	1	1	1	0
ORTHO_6685	1	yes	1	1	0	1
ORTHO_6686	1	yes	1	1	1	0
ORTHO_6687	1	yes	1	1	0	1
ORTHO_6688	1	yes	1	1	0	1
ORTHO_6689	1	yes	1	1	0	1
ORTHO_6690	1	yes	1	1	0	1
ORTHO_6691	1	yes	1	1	0	1
ORTHO_6692	1	yes	1	1	1	0
ORTHO_6693	1	yes	1	1	0	1
ORTHO_6694	1	yes	1	1	0	1
ORTHO_6695	1	yes	0	1	1	1
ORTHO_6696	1	yes	1	1	0	1
ORTHO_6697	1	yes	1	1	0	1
ORTHO_6698	1	yes	1	1	0	1
ORTHO_6699	1	yes	0	1	1	1
ORTHO_6700	1	yes	1	1	0	1
ORTHO_6701	1	yes	1	1	0	1
ORTHO_6702	1	yes	1	1	0	1
ORTHO_6703	1	yes	1	1	0	1
ORTHO_6704	1	yes	0	1	1	1
ORTHO_6705	1	yes	1	1	0	1
ORTHO_6706	1	yes	1	1	1	0
ORTHO_6707	1	yes	1	1	0	1
ORTHO_6708	1	yes	1	1	0	1
ORTHO_6709	1	yes	1	1	0	1
ORTHO_6710	1	yes	1	1	1	0
ORTHO_6711	1	yes	1	1	0	1
ORTHO_6712	1	yes	1	1	0	1
ORTHO_6713	1	yes	1	1	0	1
ORTHO_6714	1	yes	1	1	0	1
ORTHO_6715	1	yes	1	1	0	1
ORTHO_6716	1	yes	1	1	0	1
ORTHO_6717	1	yes	0	1	1	1
ORTHO_6719	1	yes	0	1	1	1
ORTHO_6720	1	yes	1	1	0	1
ORTHO_6721	1	yes	1	1	0	1
ORTHO_6722	1	yes	1	1	0	1
ORTHO_6723	1	yes	1	1	0	1
ORTHO_6724	1	yes	1	1	0	1
ORTHO_6725	1	yes	1	1	0	1
ORTHO_6726	1	yes	1	1	0	1
ORTHO_6727	1	yes	1	1	0	1
ORTHO_6728	1	yes	1	1	0	1
ORTHO_6729	1	yes	1	1	0	1
ORTHO_6730	1	yes	1	1	1	0
ORTHO_6731	1	yes	0	1	1	1
ORTHO_6732	1	yes	1	1	0	1
ORTHO_6733	1	yes	0	1	1	1
ORTHO_6734	1	yes	1	1	0	1
ORTHO_6735	1	yes	1	1	1	0
ORTHO_6736	1	yes	1	1	1	0
ORTHO_6737	1	yes	1	1	0	1
ORTHO_6738	1	yes	1	1	1	0
ORTHO_6739	1	yes	1	1	0	1
ORTHO_6740	1	yes	0	1	1	1
ORTHO_6741	1	yes	1	1	0	1
ORTHO_6742	1	yes	1	1	0	1
ORTHO_6743	1	yes	1	1	0	1
ORTHO_6744	1	yes	1	1	0	1
ORTHO_6745	1	yes	1	1	0	1
ORTHO_6746	1	yes	1	1	0	1
ORTHO_6747	1	yes	0	1	1	1
ORTHO_6748	1	yes	1	1	0	1
ORTHO_6751	1	yes	0	1	1	1
ORTHO_6752	1	yes	1	1	0	1
ORTHO_6753	1	yes	0	1	1	1
ORTHO_6754	1	yes	1	1	0	1
ORTHO_6756	1	yes	1	1	0	1
ORTHO_6757	1	yes	1	1	0	1
ORTHO_6758	1	yes	1	1	1	0
ORTHO_6760	1	yes	1	1	1	0
ORTHO_6761	1	yes	1	1	0	1
ORTHO_6763	1	yes	1	1	0	1
ORTHO_6764	1	yes	1	1	0	1
ORTHO_6765	1	yes	1	1	0	1
ORTHO_6766	1	yes	1	1	0	1
ORTHO_6767	1	yes	1	1	0	1
ORTHO_6768	1	yes	1	1	1	0
ORTHO_6769	1	yes	1	1	0	1
ORTHO_6770	1	yes	0	1	1	1
ORTHO_6771	1	yes	1	1	0	1
ORTHO_6772	1	yes	1	1	0	1
ORTHO_6773	1	yes	1	1	0	1
ORTHO_6774	1	yes	1	1	0	1
ORTHO_6775	1	yes	1	1	0	1
ORTHO_6776	1	yes	1	1	0	1
ORTHO_6777	1	yes	1	1	0	1
ORTHO_6778	1	yes	1	1	0	1
ORTHO_6779	1	yes	1	1	0	1
ORTHO_6780	1	yes	1	1	0	1
ORTHO_6781	1	yes	1	1	0	1
ORTHO_6782	1	yes	1	1	0	1
ORTHO_6783	1	yes	1	1	1	0
ORTHO_6784	1	yes	1	1	0	1
ORTHO_6785	1	yes	1	1	0	1
ORTHO_6786	1	yes	1	1	0	1
ORTHO_6787	1	yes	1	1	0	1
ORTHO_6789	1	yes	1	1	0	1
ORTHO_6790	1	yes	1	1	0	1
ORTHO_6791	1	yes	1	1	1	0
ORTHO_6792	1	yes	1	1	1	0
ORTHO_6793	1	yes	1	1	1	0
ORTHO_6794	1	yes	1	1	0	1
ORTHO_6795	1	yes	1	1	1	0
ORTHO_6797	1	yes	0	1	1	1
ORTHO_6843	1	yes	1	0	1	1
ORTHO_6844	1	yes	0	1	1	1
ORTHO_6845	1	yes	1	1	0	1
ORTHO_6846	1	yes	1	1	0	1
ORTHO_6847	1	yes	0	1	1	1
ORTHO_6848	1	yes	1	1	0	1
ORTHO_6849	1	yes	1	1	0	1
ORTHO_6850	1	yes	1	1	0	1
ORTHO_6851	1	yes	1	1	0	1
ORTHO_6852	1	yes	1	0	1	1
ORTHO_6853	1	yes	1	1	0	1
ORTHO_6854	1	yes	1	1	0	1
ORTHO_6855	1	yes	1	1	0	1
ORTHO_6856	1	yes	1	1	0	1
ORTHO_6858	1	yes	1	1	0	1
ORTHO_6859	1	yes	1	1	0	1
ORTHO_6860	1	yes	1	1	0	1
ORTHO_6861	1	yes	1	1	0	1
ORTHO_6862	1	yes	1	1	0	1
ORTHO_6863	1	yes	1	1	0	1
ORTHO_6864	1	yes	0	1	1	1
ORTHO_6865	1	yes	1	1	0	1
ORTHO_6867	1	yes	1	1	0	1
ORTHO_6868	1	yes	0	1	1	1
ORTHO_6870	1	yes	1	1	1	0
ORTHO_6871	1	yes	1	1	0	1
ORTHO_6872	1	yes	1	1	0	1
ORTHO_6873	1	yes	1	1	0	1
ORTHO_6874	1	yes	1	1	0	1
ORTHO_6875	1	yes	0	1	1	1
ORTHO_6879	1	yes	1	1	0	1
ORTHO_6880	1	yes	1	1	0	1
ORTHO_6881	1	yes	1	1	0	1
ORTHO_6882	1	yes	1	1	0	1
ORTHO_6883	1	yes	1	1	0	1
ORTHO_6885	1	yes	1	1	0	1
ORTHO_6886	1	yes	1	1	0	1
ORTHO_6887	1	yes	0	1	1	1
ORTHO_6888	1	yes	0	1	1	1
ORTHO_6889	1	yes	1	1	0	1
ORTHO_6890	1	yes	1	1	0	1
ORTHO_6891	1	yes	1	1	0	1
ORTHO_6892	1	yes	1	1	0	1
ORTHO_6894	1	yes	1	1	0	1
ORTHO_6895	1	yes	1	1	0	1
ORTHO_6897	1	yes	1	1	0	1
ORTHO_6898	1	yes	1	1	0	1
ORTHO_6900	1	yes	0	1	1	1
ORTHO_6901	1	yes	1	1	0	1
ORTHO_6902	1	yes	1	1	0	1
ORTHO_6906	1	yes	1	1	0	1
ORTHO_6907	1	yes	0	1	1	1
ORTHO_6908	1	yes	1	1	0	1
ORTHO_6909	1	yes	0	1	1	1
ORTHO_6910	1	yes	0	1	1	1
ORTHO_6911	1	yes	0	1	1	1
ORTHO_6912	1	yes	1	1	0	1
ORTHO_6913	1	yes	1	1	0	1
ORTHO_6914	1	yes	1	1	0	1
ORTHO_6915	1	yes	0	1	1	1
ORTHO_6917	1	yes	1	1	0	1
ORTHO_6918	1	yes	1	1	0	1
ORTHO_6919	1	yes	0	1	1	1
ORTHO_6920	1	yes	1	1	0	1
ORTHO_6925	1	yes	1	1	0	1
ORTHO_6926	1	yes	1	1	0	1
ORTHO_6927	1	yes	1	1	0	1
ORTHO_6928	1	yes	1	1	0	1
ORTHO_6929	1	yes	1	1	0	1
ORTHO_6930	1	yes	1	1	0	1
ORTHO_6931	1	yes	1	0	1	1
ORTHO_6933	1	yes	1	1	0	1
ORTHO_6934	1	yes	0	1	1	1
ORTHO_6935	1	yes	0	1	1	1
ORTHO_6936	1	yes	1	1	0	1
ORTHO_6937	1	yes	1	1	0	1
ORTHO_6938	1	yes	0	1	1	1
ORTHO_6939	1	yes	0	1	1	1
ORTHO_6940	1	yes	1	1	0	1
ORTHO_6941	1	yes	1	1	0	1
ORTHO_6942	1	yes	1	1	0	1
ORTHO_6943	1	yes	1	1	0	1
ORTHO_6944	1	yes	1	1	0	1
ORTHO_6945	1	yes	1	1	0	1
ORTHO_6946	1	yes	1	1	0	1
ORTHO_6947	1	yes	1	1	0	1
ORTHO_6948	1	yes	1	1	0	1
ORTHO_6949	1	yes	1	0	1	1
ORTHO_6950	1	yes	1	1	0	1
ORTHO_6951	1	yes	1	1	0	1
ORTHO_6952	1	yes	1	1	0	1
ORTHO_6953	1	yes	1	1	0	1
ORTHO_6955	1	yes	1	0	1	1
ORTHO_6956	1	yes	1	1	0	1
ORTHO_6957	1	yes	1	0	1	1
ORTHO_6958	1	yes	1	1	0	1
ORTHO_6959	1	yes	1	1	0	1
ORTHO_6960	1	yes	1	1	0	1
ORTHO_6961	1	yes	1	1	0	1
ORTHO_6962	1	yes	1	1	0	1
ORTHO_6964	1	yes	1	1	0	1
ORTHO_6965	1	yes	1	1	0	1
ORTHO_6966	1	yes	0	1	1	1
ORTHO_6967	1	yes	1	1	0	1
ORTHO_6969	1	yes	1	1	0	1
ORTHO_6970	1	yes	1	1	0	1
ORTHO_6971	1	yes	0	1	1	1
ORTHO_6972	1	yes	1	1	0	1
ORTHO_6973	1	yes	1	1	0	1
ORTHO_6974	1	yes	1	1	0	1
ORTHO_6975	1	yes	1	1	0	1
ORTHO_6976	1	yes	1	1	0	1
ORTHO_6977	1	yes	1	1	0	1
ORTHO_6978	1	yes	1	1	0	1
ORTHO_6979	1	yes	1	1	0	1
ORTHO_6980	1	yes	1	1	0	1
ORTHO_6981	1	yes	1	1	0	1
ORTHO_6982	1	yes	1	1	0	1
ORTHO_6983	1	yes	1	1	0	1
ORTHO_6984	1	yes	1	1	0	1
ORTHO_6985	1	yes	1	1	0	1
ORTHO_6986	1	yes	1	1	0	1
ORTHO_6987	1	yes	1	0	1	1
ORTHO_6988	1	yes	1	1	0	1
ORTHO_6989	1	yes	0	1	1	1
ORTHO_6990	1	yes	1	1	0	1
ORTHO_6991	1	yes	1	1	0	1
ORTHO_6992	1	yes	1	1	0	1
ORTHO_6993	1	yes	1	1	0	1
ORTHO_6994	1	yes	1	1	0	1
ORTHO_6996	1	yes	0	1	1	1
ORTHO_6997	1	yes	1	1	0	1
ORTHO_6998	1	yes	1	1	0	1
ORTHO_6999	1	yes	0	1	1	1
ORTHO_7000	1	yes	0	1	1	1
ORTHO_7001	1	yes	1	1	0	1
ORTHO_7002	1	yes	0	1	1	1
ORTHO_7003	1	yes	1	1	0	1
ORTHO_7004	1	yes	1	1	0	1
ORTHO_7005	1	yes	1	1	0	1
ORTHO_7006	1	yes	1	1	0	1
ORTHO_7007	1	yes	1	0	1	1
ORTHO_7008	1	yes	1	1	0	1
ORTHO_7009	1	yes	1	1	0	1
ORTHO_7010	1	yes	0	1	1	1
ORTHO_7011	1	yes	1	1	0	1
ORTHO_7012	1	yes	1	1	0	1
ORTHO_7013	1	yes	1	1	0	1
ORTHO_7014	1	yes	1	1	0	1
ORTHO_7015	1	yes	1	1	0	1
ORTHO_7016	1	yes	1	1	0	1
ORTHO_7017	1	yes	1	1	0	1
ORTHO_7018	1	yes	1	1	0	1
ORTHO_7019	1	yes	1	1	0	1
ORTHO_7020	1	yes	1	1	0	1
ORTHO_7021	1	yes	1	1	0	1
ORTHO_7022	1	yes	1	0	1	1
ORTHO_7023	1	yes	1	1	0	1
ORTHO_7024	1	yes	1	1	0	1
ORTHO_7026	1	yes	1	1	0	1
ORTHO_7027	1	yes	1	1	0	1
ORTHO_7028	1	yes	1	1	0	1
ORTHO_7029	1	yes	1	1	0	1
ORTHO_7030	1	yes	1	1	0	1
ORTHO_7032	1	yes	1	0	1	1
ORTHO_7034	1	yes	1	1	0	1
ORTHO_7035	1	yes	1	1	0	1
ORTHO_7037	1	yes	1	1	0	1
ORTHO_7038	1	yes	1	1	0	1
ORTHO_7039	1	yes	1	1	0	1
ORTHO_7040	1	yes	0	1	1	1
ORTHO_7041	1	yes	1	1	0	1
ORTHO_7042	1	yes	1	1	0	1
ORTHO_7043	1	yes	0	1	1	1
ORTHO_7045	1	yes	1	1	0	1
ORTHO_7046	1	yes	1	1	0	1
ORTHO_7047	1	yes	1	1	0	1
ORTHO_7048	1	yes	1	1	0	1
ORTHO_7049	1	yes	1	1	0	1
ORTHO_7050	1	yes	1	1	0	1
ORTHO_7052	1	yes	1	1	0	1
ORTHO_7053	1	yes	1	1	0	1
ORTHO_7054	1	yes	1	0	1	1
ORTHO_7055	1	yes	1	1	0	1
ORTHO_7056	1	yes	1	1	0	1
ORTHO_7057	1	yes	1	1	0	1
ORTHO_7058	1	yes	1	0	1	1
ORTHO_7059	1	yes	1	1	0	1
ORTHO_7060	1	yes	0	1	1	1
ORTHO_7061	1	yes	0	1	1	1
ORTHO_7062	1	yes	1	1	0	1
ORTHO_7063	1	yes	1	0	1	1
ORTHO_7064	1	yes	1	1	0	1
ORTHO_7065	1	yes	1	1	0	1
ORTHO_7066	1	yes	1	1	0	1
ORTHO_7067	1	yes	1	1	0	1
ORTHO_7068	1	yes	1	1	0	1
ORTHO_7070	1	yes	1	1	0	1
ORTHO_7071	1	yes	1	0	1	1
ORTHO_7072	1	yes	1	1	0	1
ORTHO_7073	1	yes	1	1	0	1
ORTHO_7074	1	yes	1	1	0	1
ORTHO_7076	1	yes	1	1	0	1
ORTHO_7078	1	yes	1	1	0	1
ORTHO_7079	1	yes	1	1	0	1
ORTHO_7080	1	yes	1	1	0	1
ORTHO_7081	1	yes	0	1	1	1
ORTHO_7082	1	yes	1	1	0	1
ORTHO_7083	1	yes	1	1	0	1
ORTHO_7084	1	yes	0	1	1	1
ORTHO_7085	1	yes	1	1	0	1
ORTHO_7086	1	yes	1	1	0	1
ORTHO_7087	1	yes	1	0	1	1
ORTHO_7088	1	yes	1	1	0	1
ORTHO_7089	1	yes	1	1	0	1
ORTHO_7090	1	yes	1	1	0	1
ORTHO_7091	1	yes	1	0	1	1
ORTHO_7092	1	yes	1	1	0	1
ORTHO_7093	1	yes	1	1	0	1
ORTHO_7094	1	yes	1	1	0	1
ORTHO_7095	1	yes	1	1	0	1
ORTHO_7096	1	yes	1	1	0	1
ORTHO_7097	1	yes	1	1	0	1
ORTHO_7098	1	yes	1	1	0	1
ORTHO_7099	1	yes	1	0	1	1
ORTHO_7100	1	yes	1	1	0	1
ORTHO_7103	1	yes	1	1	0	1
ORTHO_7104	1	yes	1	1	1	0
ORTHO_7105	1	yes	1	1	0	1
ORTHO_7106	1	yes	1	1	0	1
ORTHO_7107	1	yes	1	0	1	1
ORTHO_7109	1	yes	1	1	0	1
ORTHO_7110	1	yes	1	1	0	1
ORTHO_7112	1	yes	1	1	0	1
ORTHO_7113	1	yes	0	1	1	1
ORTHO_7114	1	yes	1	1	0	1
ORTHO_7115	1	yes	0	1	1	1
ORTHO_7116	1	yes	1	1	0	1
ORTHO_7117	1	yes	1	1	0	1
ORTHO_7118	1	yes	1	0	1	1
ORTHO_7119	1	yes	1	0	1	1
ORTHO_7120	1	yes	1	1	0	1
ORTHO_7121	1	yes	1	1	0	1
ORTHO_7122	1	yes	1	1	0	1
ORTHO_7123	1	yes	1	1	0	1
ORTHO_7124	1	yes	1	1	0	1
ORTHO_7125	1	yes	1	1	0	1
ORTHO_7127	1	yes	1	1	0	1
ORTHO_7129	1	yes	0	1	1	1
ORTHO_7130	1	yes	0	1	1	1
ORTHO_7131	1	yes	1	1	0	1
ORTHO_7132	1	yes	1	1	0	1
ORTHO_7133	1	yes	1	1	0	1
ORTHO_7135	1	yes	1	1	0	1
ORTHO_7137	1	yes	0	1	1	1
ORTHO_7138	1	yes	1	1	0	1
ORTHO_7139	1	yes	1	1	0	1
ORTHO_7140	1	yes	1	1	0	1
ORTHO_7141	1	yes	1	1	0	1
ORTHO_7142	1	yes	0	1	1	1
ORTHO_7144	1	yes	1	1	0	1
ORTHO_7145	1	yes	1	1	0	1
ORTHO_7146	1	yes	1	1	0	1
ORTHO_7147	1	yes	0	1	1	1
ORTHO_7148	1	yes	1	1	0	1
ORTHO_7149	1	yes	1	1	0	1
ORTHO_7150	1	yes	1	1	0	1
ORTHO_7151	1	yes	1	1	0	1
ORTHO_7152	1	yes	1	1	0	1
ORTHO_7153	1	yes	1	1	0	1
ORTHO_7155	1	yes	1	1	1	0
ORTHO_7156	1	yes	1	0	1	1
ORTHO_7157	1	yes	0	1	1	1
ORTHO_7158	1	yes	1	1	0	1
ORTHO_7159	1	yes	1	1	0	1
ORTHO_7160	1	yes	1	0	1	1
ORTHO_7161	1	yes	0	1	1	1
ORTHO_7162	1	yes	1	1	0	1
ORTHO_7164	1	yes	1	1	0	1
ORTHO_7165	1	yes	1	1	0	1
ORTHO_7166	1	yes	1	1	0	1
ORTHO_7167	1	yes	1	1	0	1
ORTHO_7168	1	yes	1	1	0	1
ORTHO_7169	1	yes	1	1	0	1
ORTHO_7170	1	yes	1	1	0	1
ORTHO_7171	1	yes	0	1	1	1
ORTHO_7172	1	yes	1	1	0	1
ORTHO_7173	1	yes	1	1	0	1
ORTHO_7174	1	yes	1	1	0	1
ORTHO_7175	1	yes	1	1	0	1
ORTHO_7176	1	yes	0	1	1	1
ORTHO_7177	1	yes	1	1	0	1
ORTHO_7178	1	yes	1	1	0	1
ORTHO_7179	1	yes	1	1	0	1
ORTHO_7180	1	yes	1	1	0	1
ORTHO_7181	1	yes	1	1	0	1
ORTHO_7182	1	yes	1	0	1	1
ORTHO_7183	1	yes	1	1	0	1
ORTHO_7184	1	yes	1	1	0	1
ORTHO_7185	1	yes	1	1	0	1
ORTHO_7186	1	yes	1	1	0	1
ORTHO_7187	1	yes	1	1	0	1
ORTHO_7188	1	yes	1	1	0	1
ORTHO_7189	1	yes	1	1	0	1
ORTHO_7190	1	yes	1	0	1	1
ORTHO_7191	1	yes	0	1	1	1
ORTHO_7192	1	yes	1	1	0	1
ORTHO_7193	1	yes	1	1	0	1
ORTHO_7194	1	yes	1	1	0	1
ORTHO_7196	1	yes	1	1	0	1
ORTHO_7197	1	yes	1	1	0	1
ORTHO_7198	1	yes	1	1	0	1
ORTHO_7199	1	yes	1	1	0	1
ORTHO_7200	1	yes	1	0	1	1
ORTHO_7201	1	yes	1	1	0	1
ORTHO_7202	1	yes	1	1	0	1
ORTHO_7203	1	yes	1	1	0	1
ORTHO_7204	1	yes	0	1	1	1
ORTHO_7205	1	yes	1	0	1	1
ORTHO_7206	1	yes	1	1	0	1
ORTHO_7207	1	yes	1	1	0	1
ORTHO_7208	1	yes	1	1	0	1
ORTHO_7209	1	yes	0	1	1	1
ORTHO_7210	1	yes	0	1	1	1
ORTHO_7212	1	yes	1	1	0	1
ORTHO_7213	1	yes	1	1	0	1
ORTHO_7214	1	yes	1	1	0	1
ORTHO_7215	1	yes	1	0	1	1
ORTHO_7216	1	yes	1	1	0	1
ORTHO_7218	1	yes	0	1	1	1
ORTHO_7219	1	yes	1	1	0	1
ORTHO_7220	1	yes	1	1	1	0
ORTHO_7221	1	yes	1	1	0	1
ORTHO_7222	1	yes	1	1	0	1
ORTHO_7224	1	yes	1	1	0	1
ORTHO_7225	1	yes	0	1	1	1
ORTHO_7226	1	yes	1	1	0	1
ORTHO_7227	1	yes	0	1	1	1
ORTHO_7228	1	yes	1	1	0	1
ORTHO_7229	1	yes	1	1	1	0
ORTHO_7230	1	yes	1	1	0	1
ORTHO_7231	1	yes	0	1	1	1
ORTHO_7232	1	yes	1	1	0	1
ORTHO_7233	1	yes	1	1	0	1
ORTHO_7235	1	yes	1	1	0	1
ORTHO_7236	1	yes	1	1	0	1
ORTHO_7237	1	yes	0	1	1	1
ORTHO_7238	1	yes	1	1	0	1
ORTHO_7239	1	yes	0	1	1	1
ORTHO_7240	1	yes	0	1	1	1
ORTHO_7241	1	yes	1	1	0	1
ORTHO_7242	1	yes	1	1	0	1
ORTHO_7243	1	yes	1	1	0	1
ORTHO_7244	1	yes	0	1	1	1
ORTHO_7245	1	yes	1	0	1	1
ORTHO_7246	1	yes	0	1	1	1
ORTHO_7247	1	yes	0	1	1	1
ORTHO_7249	1	yes	1	1	0	1
ORTHO_7250	1	yes	1	1	0	1
ORTHO_7251	1	yes	1	1	0	1
ORTHO_7252	1	yes	1	1	0	1
ORTHO_7253	1	yes	1	1	0	1
ORTHO_7254	1	yes	1	1	0	1
ORTHO_7255	1	yes	1	1	0	1
ORTHO_7256	1	yes	1	1	0	1
ORTHO_7257	1	yes	0	1	1	1
ORTHO_7258	1	yes	1	1	0	1
ORTHO_7260	1	yes	1	1	0	1
ORTHO_7261	1	yes	0	1	1	1
ORTHO_7262	1	yes	0	1	1	1
ORTHO_7263	1	yes	1	1	0	1
ORTHO_7264	1	yes	0	1	1	1
ORTHO_7265	1	yes	0	1	1	1
ORTHO_7266	1	yes	1	1	1	0
ORTHO_7267	1	yes	1	1	0	1
ORTHO_7268	1	yes	1	1	0	1
ORTHO_7269	1	yes	1	1	0	1
ORTHO_7270	1	yes	1	1	0	1
ORTHO_7271	1	yes	1	0	1	1
ORTHO_7272	1	yes	0	1	1	1
ORTHO_7273	1	yes	1	1	0	1
ORTHO_7274	1	yes	1	1	0	1
ORTHO_7275	1	yes	1	1	0	1
ORTHO_7276	1	yes	1	1	0	1
ORTHO_7277	1	yes	0	1	1	1
ORTHO_7278	1	yes	1	1	0	1
ORTHO_7279	1	yes	1	1	0	1
ORTHO_7280	1	yes	1	1	0	1
ORTHO_7281	1	yes	1	1	0	1
ORTHO_7282	1	yes	1	1	0	1
ORTHO_7284	1	yes	1	1	0	1
ORTHO_7285	1	yes	1	1	0	1
ORTHO_7286	1	yes	1	1	0	1
ORTHO_7287	1	yes	0	1	1	1
ORTHO_7288	1	yes	0	1	1	1
ORTHO_7289	1	yes	1	0	1	1
ORTHO_7290	1	yes	1	1	0	1
ORTHO_7291	1	yes	1	1	0	1
ORTHO_7292	1	yes	1	1	0	1
ORTHO_7293	1	yes	0	1	1	1
ORTHO_7294	1	yes	0	1	1	1
ORTHO_7295	1	yes	1	1	0	1
ORTHO_7296	1	yes	1	1	0	1
ORTHO_7297	1	yes	1	1	0	1
ORTHO_7298	1	yes	1	1	0	1
ORTHO_7299	1	yes	1	1	0	1
ORTHO_7300	1	yes	1	1	0	1
ORTHO_7301	1	yes	1	1	0	1
ORTHO_7302	1	yes	1	1	0	1
ORTHO_7303	1	yes	1	1	0	1
ORTHO_7304	1	yes	0	1	1	1
ORTHO_7305	1	yes	0	1	1	1
ORTHO_7306	1	yes	1	1	0	1
ORTHO_7308	1	yes	1	1	0	1
ORTHO_7309	1	yes	1	1	0	1
ORTHO_7311	1	yes	1	1	0	1
ORTHO_7312	1	yes	1	1	0	1
ORTHO_7313	1	yes	1	1	0	1
ORTHO_7314	1	yes	0	1	1	1
ORTHO_7315	1	yes	1	1	0	1
ORTHO_7316	1	yes	1	1	0	1
ORTHO_7317	1	yes	1	0	1	1
ORTHO_7318	1	yes	0	1	1	1
ORTHO_7319	1	yes	1	1	0	1
ORTHO_7320	1	yes	1	1	0	1
ORTHO_7321	1	yes	1	1	0	1
ORTHO_7322	1	yes	1	1	0	1
ORTHO_7323	1	yes	1	1	0	1
ORTHO_7324	1	yes	1	1	0	1
ORTHO_7325	1	yes	1	1	0	1
ORTHO_7326	1	yes	1	1	0	1
ORTHO_7327	1	yes	1	0	1	1
ORTHO_7328	1	yes	1	1	0	1
ORTHO_7329	1	yes	1	1	0	1
ORTHO_7330	1	yes	1	1	0	1
ORTHO_7331	1	yes	1	1	0	1
ORTHO_7332	1	yes	1	1	0	1
ORTHO_7333	1	yes	0	1	1	1
ORTHO_7334	1	yes	1	1	0	1
ORTHO_7335	1	yes	1	1	0	1
ORTHO_7336	1	yes	1	1	0	1
ORTHO_7337	1	yes	1	1	0	1
ORTHO_7338	1	yes	0	1	1	1
ORTHO_7339	1	yes	1	1	0	1
ORTHO_7341	1	yes	1	1	0	1
ORTHO_7342	1	yes	1	1	0	1
ORTHO_7343	1	yes	1	0	1	1
ORTHO_7344	1	yes	1	1	0	1
ORTHO_7345	1	yes	1	1	0	1
ORTHO_7346	1	yes	1	1	0	1
ORTHO_7348	1	yes	1	1	0	1
ORTHO_7349	1	yes	1	1	0	1
ORTHO_7352	1	yes	1	1	0	1
ORTHO_7353	1	yes	1	1	0	1
ORTHO_7354	1	yes	1	1	0	1
ORTHO_7357	1	yes	1	1	0	1
ORTHO_7358	1	yes	1	1	0	1
ORTHO_7359	1	yes	1	0	1	1
ORTHO_7360	1	yes	0	1	1	1
ORTHO_7361	1	yes	1	0	1	1
ORTHO_7362	1	yes	1	1	0	1
ORTHO_7363	1	yes	1	0	1	1
ORTHO_7365	1	yes	1	1	0	1
ORTHO_7366	1	yes	1	1	0	1
ORTHO_7368	1	yes	1	1	0	1
ORTHO_7369	1	yes	1	1	0	1
ORTHO_7370	1	yes	1	1	0	1
ORTHO_7371	1	yes	1	1	0	1
ORTHO_7372	1	yes	1	1	0	1
ORTHO_7373	1	yes	1	1	0	1
ORTHO_7374	1	yes	1	1	0	1
ORTHO_7375	1	yes	1	1	0	1
ORTHO_7376	1	yes	0	1	1	1
ORTHO_7377	1	yes	1	0	1	1
ORTHO_7379	1	yes	0	1	1	1
ORTHO_7380	1	yes	1	1	0	1
ORTHO_7381	1	yes	1	1	0	1
ORTHO_7382	1	yes	1	1	0	1
ORTHO_7383	1	yes	0	1	1	1
ORTHO_7384	1	yes	1	1	0	1
ORTHO_7385	1	yes	1	1	0	1
ORTHO_7386	1	yes	1	0	1	1
ORTHO_7387	1	yes	0	1	1	1
ORTHO_7388	1	yes	0	1	1	1
ORTHO_7391	1	yes	0	1	1	1
ORTHO_7392	1	yes	0	1	1	1
ORTHO_7393	1	yes	0	1	1	1
ORTHO_7394	1	yes	1	1	0	1
ORTHO_7395	1	yes	0	1	1	1
ORTHO_7396	1	yes	1	1	0	1
ORTHO_7397	1	yes	1	0	1	1
