ORTHOLOG_GRP	NUM_MISSING	ALL_SINGLE	Anasp1	Neosp1	Orpsp1_1	Pirfi3
ORTHO_4690	0	yes	1	1	1	1
ORTHO_4695	0	yes	1	1	1	1
ORTHO_4696	0	yes	1	1	1	1
ORTHO_4697	0	yes	1	1	1	1
ORTHO_4698	0	yes	1	1	1	1
ORTHO_4699	0	yes	1	1	1	1
ORTHO_4702	0	yes	1	1	1	1
ORTHO_4703	0	yes	1	1	1	1
ORTHO_4704	0	yes	1	1	1	1
ORTHO_4705	0	yes	1	1	1	1
ORTHO_4706	0	yes	1	1	1	1
ORTHO_4707	0	yes	1	1	1	1
ORTHO_4709	0	yes	1	1	1	1
ORTHO_4710	0	yes	1	1	1	1
ORTHO_4711	0	yes	1	1	1	1
ORTHO_4712	0	yes	1	1	1	1
ORTHO_4713	0	yes	1	1	1	1
ORTHO_4714	0	yes	1	1	1	1
ORTHO_4716	0	yes	1	1	1	1
ORTHO_4717	0	yes	1	1	1	1
ORTHO_4718	0	yes	1	1	1	1
ORTHO_4719	0	yes	1	1	1	1
ORTHO_4721	0	yes	1	1	1	1
ORTHO_4723	0	yes	1	1	1	1
ORTHO_4725	0	yes	1	1	1	1
ORTHO_4726	0	yes	1	1	1	1
ORTHO_4727	0	yes	1	1	1	1
ORTHO_4728	0	yes	1	1	1	1
ORTHO_4729	0	yes	1	1	1	1
ORTHO_4730	0	yes	1	1	1	1
ORTHO_4733	0	yes	1	1	1	1
ORTHO_4734	0	yes	1	1	1	1
ORTHO_4735	0	yes	1	1	1	1
ORTHO_4737	0	yes	1	1	1	1
ORTHO_4738	0	yes	1	1	1	1
ORTHO_4741	0	yes	1	1	1	1
ORTHO_4743	0	yes	1	1	1	1
ORTHO_4744	0	yes	1	1	1	1
ORTHO_4745	0	yes	1	1	1	1
ORTHO_4746	0	yes	1	1	1	1
ORTHO_4747	0	yes	1	1	1	1
ORTHO_4748	0	yes	1	1	1	1
ORTHO_4749	0	yes	1	1	1	1
ORTHO_4750	0	yes	1	1	1	1
ORTHO_4751	0	yes	1	1	1	1
ORTHO_4752	0	yes	1	1	1	1
ORTHO_4753	0	yes	1	1	1	1
ORTHO_4754	0	yes	1	1	1	1
ORTHO_4755	0	yes	1	1	1	1
ORTHO_4756	0	yes	1	1	1	1
ORTHO_4757	0	yes	1	1	1	1
ORTHO_4758	0	yes	1	1	1	1
ORTHO_4759	0	yes	1	1	1	1
ORTHO_4762	0	yes	1	1	1	1
ORTHO_4765	0	yes	1	1	1	1
ORTHO_4766	0	yes	1	1	1	1
ORTHO_4769	0	yes	1	1	1	1
ORTHO_4770	0	yes	1	1	1	1
ORTHO_4773	0	yes	1	1	1	1
ORTHO_4774	0	yes	1	1	1	1
ORTHO_4775	0	yes	1	1	1	1
ORTHO_4776	0	yes	1	1	1	1
ORTHO_4777	0	yes	1	1	1	1
ORTHO_4778	0	yes	1	1	1	1
ORTHO_4779	0	yes	1	1	1	1
ORTHO_4780	0	yes	1	1	1	1
ORTHO_4781	0	yes	1	1	1	1
ORTHO_4782	0	yes	1	1	1	1
ORTHO_4784	0	yes	1	1	1	1
ORTHO_4786	0	yes	1	1	1	1
ORTHO_4787	0	yes	1	1	1	1
ORTHO_4788	0	yes	1	1	1	1
ORTHO_4789	0	yes	1	1	1	1
ORTHO_4790	0	yes	1	1	1	1
ORTHO_4791	0	yes	1	1	1	1
ORTHO_4792	0	yes	1	1	1	1
ORTHO_4793	0	yes	1	1	1	1
ORTHO_4794	0	yes	1	1	1	1
ORTHO_4796	0	yes	1	1	1	1
ORTHO_4799	0	yes	1	1	1	1
ORTHO_4800	0	yes	1	1	1	1
ORTHO_4801	0	yes	1	1	1	1
ORTHO_4802	0	yes	1	1	1	1
ORTHO_4803	0	yes	1	1	1	1
ORTHO_4804	0	yes	1	1	1	1
ORTHO_4805	0	yes	1	1	1	1
ORTHO_4806	0	yes	1	1	1	1
ORTHO_4809	0	yes	1	1	1	1
ORTHO_4810	0	yes	1	1	1	1
ORTHO_4811	0	yes	1	1	1	1
ORTHO_4812	0	yes	1	1	1	1
ORTHO_4813	0	yes	1	1	1	1
ORTHO_4814	0	yes	1	1	1	1
ORTHO_4815	0	yes	1	1	1	1
ORTHO_4817	0	yes	1	1	1	1
ORTHO_4818	0	yes	1	1	1	1
ORTHO_4819	0	yes	1	1	1	1
ORTHO_4820	0	yes	1	1	1	1
ORTHO_4821	0	yes	1	1	1	1
ORTHO_4822	0	yes	1	1	1	1
ORTHO_4823	0	yes	1	1	1	1
ORTHO_4826	0	yes	1	1	1	1
ORTHO_4828	0	yes	1	1	1	1
ORTHO_4829	0	yes	1	1	1	1
ORTHO_4830	0	yes	1	1	1	1
ORTHO_4831	0	yes	1	1	1	1
ORTHO_4834	0	yes	1	1	1	1
ORTHO_4835	0	yes	1	1	1	1
ORTHO_4836	0	yes	1	1	1	1
ORTHO_4837	0	yes	1	1	1	1
ORTHO_4838	0	yes	1	1	1	1
ORTHO_4840	0	yes	1	1	1	1
ORTHO_4841	0	yes	1	1	1	1
ORTHO_4844	0	yes	1	1	1	1
ORTHO_4845	0	yes	1	1	1	1
ORTHO_4846	0	yes	1	1	1	1
ORTHO_4848	0	yes	1	1	1	1
ORTHO_4849	0	yes	1	1	1	1
ORTHO_4850	0	yes	1	1	1	1
ORTHO_4852	0	yes	1	1	1	1
ORTHO_4854	0	yes	1	1	1	1
ORTHO_4856	0	yes	1	1	1	1
ORTHO_4857	0	yes	1	1	1	1
ORTHO_4858	0	yes	1	1	1	1
ORTHO_4859	0	yes	1	1	1	1
ORTHO_4861	0	yes	1	1	1	1
ORTHO_4862	0	yes	1	1	1	1
ORTHO_4863	0	yes	1	1	1	1
ORTHO_4864	0	yes	1	1	1	1
ORTHO_4865	0	yes	1	1	1	1
ORTHO_4866	0	yes	1	1	1	1
ORTHO_4867	0	yes	1	1	1	1
ORTHO_4869	0	yes	1	1	1	1
ORTHO_4870	0	yes	1	1	1	1
ORTHO_4871	0	yes	1	1	1	1
ORTHO_4872	0	yes	1	1	1	1
ORTHO_4873	0	yes	1	1	1	1
ORTHO_4874	0	yes	1	1	1	1
ORTHO_4875	0	yes	1	1	1	1
ORTHO_4876	0	yes	1	1	1	1
ORTHO_4877	0	yes	1	1	1	1
ORTHO_4879	0	yes	1	1	1	1
ORTHO_4880	0	yes	1	1	1	1
ORTHO_4881	0	yes	1	1	1	1
ORTHO_4882	0	yes	1	1	1	1
ORTHO_4883	0	yes	1	1	1	1
ORTHO_4884	0	yes	1	1	1	1
ORTHO_4885	0	yes	1	1	1	1
ORTHO_4886	0	yes	1	1	1	1
ORTHO_4887	0	yes	1	1	1	1
ORTHO_4888	0	yes	1	1	1	1
ORTHO_4889	0	yes	1	1	1	1
ORTHO_4890	0	yes	1	1	1	1
ORTHO_4892	0	yes	1	1	1	1
ORTHO_4894	0	yes	1	1	1	1
ORTHO_4895	0	yes	1	1	1	1
ORTHO_4898	0	yes	1	1	1	1
ORTHO_4899	0	yes	1	1	1	1
ORTHO_4900	0	yes	1	1	1	1
ORTHO_4901	0	yes	1	1	1	1
ORTHO_4902	0	yes	1	1	1	1
ORTHO_4903	0	yes	1	1	1	1
ORTHO_4904	0	yes	1	1	1	1
ORTHO_4905	0	yes	1	1	1	1
ORTHO_4906	0	yes	1	1	1	1
ORTHO_4907	0	yes	1	1	1	1
ORTHO_4908	0	yes	1	1	1	1
ORTHO_4909	0	yes	1	1	1	1
ORTHO_4910	0	yes	1	1	1	1
ORTHO_4911	0	yes	1	1	1	1
ORTHO_4912	0	yes	1	1	1	1
ORTHO_4913	0	yes	1	1	1	1
ORTHO_4915	0	yes	1	1	1	1
ORTHO_4917	0	yes	1	1	1	1
ORTHO_4918	0	yes	1	1	1	1
ORTHO_4920	0	yes	1	1	1	1
ORTHO_4921	0	yes	1	1	1	1
ORTHO_4923	0	yes	1	1	1	1
ORTHO_4925	0	yes	1	1	1	1
ORTHO_4926	0	yes	1	1	1	1
ORTHO_4927	0	yes	1	1	1	1
ORTHO_4928	0	yes	1	1	1	1
ORTHO_4930	0	yes	1	1	1	1
ORTHO_4931	0	yes	1	1	1	1
ORTHO_4932	0	yes	1	1	1	1
ORTHO_4933	0	yes	1	1	1	1
ORTHO_4934	0	yes	1	1	1	1
ORTHO_4935	0	yes	1	1	1	1
ORTHO_4936	0	yes	1	1	1	1
ORTHO_4937	0	yes	1	1	1	1
ORTHO_4938	0	yes	1	1	1	1
ORTHO_4940	0	yes	1	1	1	1
ORTHO_4941	0	yes	1	1	1	1
ORTHO_4942	0	yes	1	1	1	1
ORTHO_4944	0	yes	1	1	1	1
ORTHO_4945	0	yes	1	1	1	1
ORTHO_4946	0	yes	1	1	1	1
ORTHO_4948	0	yes	1	1	1	1
ORTHO_4949	0	yes	1	1	1	1
ORTHO_4950	0	yes	1	1	1	1
ORTHO_4951	0	yes	1	1	1	1
ORTHO_4952	0	yes	1	1	1	1
ORTHO_4953	0	yes	1	1	1	1
ORTHO_4954	0	yes	1	1	1	1
ORTHO_4956	0	yes	1	1	1	1
ORTHO_4957	0	yes	1	1	1	1
ORTHO_4959	0	yes	1	1	1	1
ORTHO_4962	0	yes	1	1	1	1
ORTHO_4963	0	yes	1	1	1	1
ORTHO_4964	0	yes	1	1	1	1
ORTHO_4965	0	yes	1	1	1	1
ORTHO_4966	0	yes	1	1	1	1
ORTHO_4967	0	yes	1	1	1	1
ORTHO_4969	0	yes	1	1	1	1
ORTHO_4971	0	yes	1	1	1	1
ORTHO_4972	0	yes	1	1	1	1
ORTHO_4974	0	yes	1	1	1	1
ORTHO_4975	0	yes	1	1	1	1
ORTHO_4977	0	yes	1	1	1	1
ORTHO_4978	0	yes	1	1	1	1
ORTHO_4979	0	yes	1	1	1	1
ORTHO_4980	0	yes	1	1	1	1
ORTHO_4981	0	yes	1	1	1	1
ORTHO_4983	0	yes	1	1	1	1
ORTHO_4984	0	yes	1	1	1	1
ORTHO_4985	0	yes	1	1	1	1
ORTHO_4986	0	yes	1	1	1	1
ORTHO_4987	0	yes	1	1	1	1
ORTHO_4988	0	yes	1	1	1	1
ORTHO_4989	0	yes	1	1	1	1
ORTHO_4990	0	yes	1	1	1	1
ORTHO_4991	0	yes	1	1	1	1
ORTHO_4992	0	yes	1	1	1	1
ORTHO_4993	0	yes	1	1	1	1
ORTHO_4994	0	yes	1	1	1	1
ORTHO_4995	0	yes	1	1	1	1
ORTHO_4996	0	yes	1	1	1	1
ORTHO_4997	0	yes	1	1	1	1
ORTHO_4998	0	yes	1	1	1	1
ORTHO_4999	0	yes	1	1	1	1
ORTHO_5000	0	yes	1	1	1	1
ORTHO_5001	0	yes	1	1	1	1
ORTHO_5002	0	yes	1	1	1	1
ORTHO_5003	0	yes	1	1	1	1
ORTHO_5004	0	yes	1	1	1	1
ORTHO_5008	0	yes	1	1	1	1
ORTHO_5010	0	yes	1	1	1	1
ORTHO_5011	0	yes	1	1	1	1
ORTHO_5012	0	yes	1	1	1	1
ORTHO_5015	0	yes	1	1	1	1
ORTHO_5016	0	yes	1	1	1	1
ORTHO_5019	0	yes	1	1	1	1
ORTHO_5020	0	yes	1	1	1	1
ORTHO_5021	0	yes	1	1	1	1
ORTHO_5022	0	yes	1	1	1	1
ORTHO_5023	0	yes	1	1	1	1
ORTHO_5024	0	yes	1	1	1	1
ORTHO_5025	0	yes	1	1	1	1
ORTHO_5026	0	yes	1	1	1	1
ORTHO_5028	0	yes	1	1	1	1
ORTHO_5029	0	yes	1	1	1	1
ORTHO_5031	0	yes	1	1	1	1
ORTHO_5032	0	yes	1	1	1	1
ORTHO_5033	0	yes	1	1	1	1
ORTHO_5034	0	yes	1	1	1	1
ORTHO_5035	0	yes	1	1	1	1
ORTHO_5036	0	yes	1	1	1	1
ORTHO_5037	0	yes	1	1	1	1
ORTHO_5038	0	yes	1	1	1	1
ORTHO_5039	0	yes	1	1	1	1
ORTHO_5040	0	yes	1	1	1	1
ORTHO_5041	0	yes	1	1	1	1
ORTHO_5042	0	yes	1	1	1	1
ORTHO_5043	0	yes	1	1	1	1
ORTHO_5045	0	yes	1	1	1	1
ORTHO_5046	0	yes	1	1	1	1
ORTHO_5047	0	yes	1	1	1	1
ORTHO_5048	0	yes	1	1	1	1
ORTHO_5050	0	yes	1	1	1	1
ORTHO_5052	0	yes	1	1	1	1
ORTHO_5053	0	yes	1	1	1	1
ORTHO_5056	0	yes	1	1	1	1
ORTHO_5057	0	yes	1	1	1	1
ORTHO_5058	0	yes	1	1	1	1
ORTHO_5059	0	yes	1	1	1	1
ORTHO_5060	0	yes	1	1	1	1
ORTHO_5061	0	yes	1	1	1	1
ORTHO_5062	0	yes	1	1	1	1
ORTHO_5063	0	yes	1	1	1	1
ORTHO_5064	0	yes	1	1	1	1
ORTHO_5065	0	yes	1	1	1	1
ORTHO_5066	0	yes	1	1	1	1
ORTHO_5067	0	yes	1	1	1	1
ORTHO_5068	0	yes	1	1	1	1
ORTHO_5069	0	yes	1	1	1	1
ORTHO_5070	0	yes	1	1	1	1
ORTHO_5072	0	yes	1	1	1	1
ORTHO_5074	0	yes	1	1	1	1
ORTHO_5075	0	yes	1	1	1	1
ORTHO_5077	0	yes	1	1	1	1
ORTHO_5078	0	yes	1	1	1	1
ORTHO_5079	0	yes	1	1	1	1
ORTHO_5080	0	yes	1	1	1	1
ORTHO_5081	0	yes	1	1	1	1
ORTHO_5082	0	yes	1	1	1	1
ORTHO_5084	0	yes	1	1	1	1
ORTHO_5085	0	yes	1	1	1	1
ORTHO_5087	0	yes	1	1	1	1
ORTHO_5088	0	yes	1	1	1	1
ORTHO_5091	0	yes	1	1	1	1
ORTHO_5093	0	yes	1	1	1	1
ORTHO_5094	0	yes	1	1	1	1
ORTHO_5095	0	yes	1	1	1	1
ORTHO_5096	0	yes	1	1	1	1
ORTHO_5097	0	yes	1	1	1	1
ORTHO_5098	0	yes	1	1	1	1
ORTHO_5099	0	yes	1	1	1	1
ORTHO_5100	0	yes	1	1	1	1
ORTHO_5101	0	yes	1	1	1	1
ORTHO_5102	0	yes	1	1	1	1
ORTHO_5103	0	yes	1	1	1	1
ORTHO_5105	0	yes	1	1	1	1
ORTHO_5106	0	yes	1	1	1	1
ORTHO_5107	0	yes	1	1	1	1
ORTHO_5109	0	yes	1	1	1	1
ORTHO_5110	0	yes	1	1	1	1
ORTHO_5111	0	yes	1	1	1	1
ORTHO_5112	0	yes	1	1	1	1
ORTHO_5113	0	yes	1	1	1	1
ORTHO_5114	0	yes	1	1	1	1
ORTHO_5115	0	yes	1	1	1	1
ORTHO_5117	0	yes	1	1	1	1
ORTHO_5118	0	yes	1	1	1	1
ORTHO_5119	0	yes	1	1	1	1
ORTHO_5120	0	yes	1	1	1	1
ORTHO_5121	0	yes	1	1	1	1
ORTHO_5122	0	yes	1	1	1	1
ORTHO_5123	0	yes	1	1	1	1
ORTHO_5124	0	yes	1	1	1	1
ORTHO_5126	0	yes	1	1	1	1
ORTHO_5128	0	yes	1	1	1	1
ORTHO_5129	0	yes	1	1	1	1
ORTHO_5130	0	yes	1	1	1	1
ORTHO_5131	0	yes	1	1	1	1
ORTHO_5132	0	yes	1	1	1	1
ORTHO_5133	0	yes	1	1	1	1
ORTHO_5134	0	yes	1	1	1	1
ORTHO_5135	0	yes	1	1	1	1
ORTHO_5136	0	yes	1	1	1	1
ORTHO_5137	0	yes	1	1	1	1
ORTHO_5139	0	yes	1	1	1	1
ORTHO_5140	0	yes	1	1	1	1
ORTHO_5141	0	yes	1	1	1	1
ORTHO_5142	0	yes	1	1	1	1
ORTHO_5143	0	yes	1	1	1	1
ORTHO_5144	0	yes	1	1	1	1
ORTHO_5145	0	yes	1	1	1	1
ORTHO_5146	0	yes	1	1	1	1
ORTHO_5147	0	yes	1	1	1	1
ORTHO_5149	0	yes	1	1	1	1
ORTHO_5152	0	yes	1	1	1	1
ORTHO_5153	0	yes	1	1	1	1
ORTHO_5154	0	yes	1	1	1	1
ORTHO_5155	0	yes	1	1	1	1
ORTHO_5156	0	yes	1	1	1	1
ORTHO_5158	0	yes	1	1	1	1
ORTHO_5159	0	yes	1	1	1	1
ORTHO_5160	0	yes	1	1	1	1
ORTHO_5161	0	yes	1	1	1	1
ORTHO_5163	0	yes	1	1	1	1
ORTHO_5164	0	yes	1	1	1	1
ORTHO_5165	0	yes	1	1	1	1
ORTHO_5166	0	yes	1	1	1	1
ORTHO_5167	0	yes	1	1	1	1
ORTHO_5169	0	yes	1	1	1	1
ORTHO_5170	0	yes	1	1	1	1
ORTHO_5171	0	yes	1	1	1	1
ORTHO_5173	0	yes	1	1	1	1
ORTHO_5174	0	yes	1	1	1	1
ORTHO_5175	0	yes	1	1	1	1
ORTHO_5176	0	yes	1	1	1	1
ORTHO_5178	0	yes	1	1	1	1
ORTHO_5179	0	yes	1	1	1	1
ORTHO_5182	0	yes	1	1	1	1
ORTHO_5183	0	yes	1	1	1	1
ORTHO_5184	0	yes	1	1	1	1
ORTHO_5185	0	yes	1	1	1	1
ORTHO_5186	0	yes	1	1	1	1
ORTHO_5187	0	yes	1	1	1	1
ORTHO_5188	0	yes	1	1	1	1
ORTHO_5189	0	yes	1	1	1	1
ORTHO_5190	0	yes	1	1	1	1
ORTHO_5192	0	yes	1	1	1	1
ORTHO_5193	0	yes	1	1	1	1
ORTHO_5194	0	yes	1	1	1	1
ORTHO_5195	0	yes	1	1	1	1
ORTHO_5196	0	yes	1	1	1	1
ORTHO_5197	0	yes	1	1	1	1
ORTHO_5198	0	yes	1	1	1	1
ORTHO_5199	0	yes	1	1	1	1
ORTHO_5200	0	yes	1	1	1	1
ORTHO_5201	0	yes	1	1	1	1
ORTHO_5202	0	yes	1	1	1	1
ORTHO_5203	0	yes	1	1	1	1
ORTHO_5204	0	yes	1	1	1	1
ORTHO_5205	0	yes	1	1	1	1
ORTHO_5206	0	yes	1	1	1	1
ORTHO_5207	0	yes	1	1	1	1
ORTHO_5208	0	yes	1	1	1	1
ORTHO_5210	0	yes	1	1	1	1
ORTHO_5211	0	yes	1	1	1	1
ORTHO_5212	0	yes	1	1	1	1
ORTHO_5214	0	yes	1	1	1	1
ORTHO_5217	0	yes	1	1	1	1
ORTHO_5218	0	yes	1	1	1	1
ORTHO_5219	0	yes	1	1	1	1
ORTHO_5220	0	yes	1	1	1	1
ORTHO_5221	0	yes	1	1	1	1
ORTHO_5222	0	yes	1	1	1	1
ORTHO_5223	0	yes	1	1	1	1
ORTHO_5224	0	yes	1	1	1	1
ORTHO_5226	0	yes	1	1	1	1
ORTHO_5227	0	yes	1	1	1	1
ORTHO_5228	0	yes	1	1	1	1
ORTHO_5229	0	yes	1	1	1	1
ORTHO_5230	0	yes	1	1	1	1
ORTHO_5232	0	yes	1	1	1	1
ORTHO_5233	0	yes	1	1	1	1
ORTHO_5236	0	yes	1	1	1	1
ORTHO_5237	0	yes	1	1	1	1
ORTHO_5238	0	yes	1	1	1	1
ORTHO_5239	0	yes	1	1	1	1
ORTHO_5241	0	yes	1	1	1	1
ORTHO_5242	0	yes	1	1	1	1
ORTHO_5243	0	yes	1	1	1	1
ORTHO_5245	0	yes	1	1	1	1
ORTHO_5247	0	yes	1	1	1	1
ORTHO_5248	0	yes	1	1	1	1
ORTHO_5250	0	yes	1	1	1	1
ORTHO_5251	0	yes	1	1	1	1
ORTHO_5252	0	yes	1	1	1	1
ORTHO_5253	0	yes	1	1	1	1
ORTHO_5255	0	yes	1	1	1	1
ORTHO_5259	0	yes	1	1	1	1
ORTHO_5261	0	yes	1	1	1	1
ORTHO_5263	0	yes	1	1	1	1
ORTHO_5264	0	yes	1	1	1	1
ORTHO_5265	0	yes	1	1	1	1
ORTHO_5266	0	yes	1	1	1	1
ORTHO_5267	0	yes	1	1	1	1
ORTHO_5269	0	yes	1	1	1	1
ORTHO_5270	0	yes	1	1	1	1
ORTHO_5271	0	yes	1	1	1	1
ORTHO_5272	0	yes	1	1	1	1
ORTHO_5273	0	yes	1	1	1	1
ORTHO_5274	0	yes	1	1	1	1
ORTHO_5275	0	yes	1	1	1	1
ORTHO_5277	0	yes	1	1	1	1
ORTHO_5278	0	yes	1	1	1	1
ORTHO_5279	0	yes	1	1	1	1
ORTHO_5281	0	yes	1	1	1	1
ORTHO_5282	0	yes	1	1	1	1
ORTHO_5283	0	yes	1	1	1	1
ORTHO_5284	0	yes	1	1	1	1
ORTHO_5285	0	yes	1	1	1	1
ORTHO_5286	0	yes	1	1	1	1
ORTHO_5287	0	yes	1	1	1	1
ORTHO_5288	0	yes	1	1	1	1
ORTHO_5289	0	yes	1	1	1	1
ORTHO_5290	0	yes	1	1	1	1
ORTHO_5291	0	yes	1	1	1	1
ORTHO_5292	0	yes	1	1	1	1
ORTHO_5293	0	yes	1	1	1	1
ORTHO_5294	0	yes	1	1	1	1
ORTHO_5295	0	yes	1	1	1	1
ORTHO_5296	0	yes	1	1	1	1
ORTHO_5299	0	yes	1	1	1	1
ORTHO_5301	0	yes	1	1	1	1
ORTHO_5302	0	yes	1	1	1	1
ORTHO_5303	0	yes	1	1	1	1
ORTHO_5304	0	yes	1	1	1	1
ORTHO_5305	0	yes	1	1	1	1
ORTHO_5306	0	yes	1	1	1	1
ORTHO_5307	0	yes	1	1	1	1
ORTHO_5308	0	yes	1	1	1	1
ORTHO_5310	0	yes	1	1	1	1
ORTHO_5312	0	yes	1	1	1	1
ORTHO_5313	0	yes	1	1	1	1
ORTHO_5314	0	yes	1	1	1	1
ORTHO_5315	0	yes	1	1	1	1
ORTHO_5316	0	yes	1	1	1	1
ORTHO_5317	0	yes	1	1	1	1
ORTHO_5318	0	yes	1	1	1	1
ORTHO_5319	0	yes	1	1	1	1
ORTHO_5322	0	yes	1	1	1	1
ORTHO_5323	0	yes	1	1	1	1
ORTHO_5324	0	yes	1	1	1	1
ORTHO_5325	0	yes	1	1	1	1
ORTHO_5327	0	yes	1	1	1	1
ORTHO_5328	0	yes	1	1	1	1
ORTHO_5330	0	yes	1	1	1	1
ORTHO_5331	0	yes	1	1	1	1
ORTHO_5332	0	yes	1	1	1	1
ORTHO_5333	0	yes	1	1	1	1
ORTHO_5334	0	yes	1	1	1	1
ORTHO_5336	0	yes	1	1	1	1
ORTHO_5337	0	yes	1	1	1	1
ORTHO_5338	0	yes	1	1	1	1
ORTHO_5339	0	yes	1	1	1	1
ORTHO_5340	0	yes	1	1	1	1
ORTHO_5341	0	yes	1	1	1	1
ORTHO_5342	0	yes	1	1	1	1
ORTHO_5343	0	yes	1	1	1	1
ORTHO_5345	0	yes	1	1	1	1
ORTHO_5346	0	yes	1	1	1	1
ORTHO_5347	0	yes	1	1	1	1
ORTHO_5350	0	yes	1	1	1	1
ORTHO_5351	0	yes	1	1	1	1
ORTHO_5352	0	yes	1	1	1	1
ORTHO_5353	0	yes	1	1	1	1
ORTHO_5354	0	yes	1	1	1	1
ORTHO_5355	0	yes	1	1	1	1
ORTHO_5358	0	yes	1	1	1	1
ORTHO_5359	0	yes	1	1	1	1
ORTHO_5360	0	yes	1	1	1	1
ORTHO_5361	0	yes	1	1	1	1
ORTHO_5362	0	yes	1	1	1	1
ORTHO_5363	0	yes	1	1	1	1
ORTHO_5364	0	yes	1	1	1	1
ORTHO_5365	0	yes	1	1	1	1
ORTHO_5366	0	yes	1	1	1	1
ORTHO_5367	0	yes	1	1	1	1
ORTHO_5368	0	yes	1	1	1	1
ORTHO_5369	0	yes	1	1	1	1
ORTHO_5370	0	yes	1	1	1	1
ORTHO_5372	0	yes	1	1	1	1
ORTHO_5373	0	yes	1	1	1	1
ORTHO_5374	0	yes	1	1	1	1
ORTHO_5377	0	yes	1	1	1	1
ORTHO_5379	0	yes	1	1	1	1
ORTHO_5380	0	yes	1	1	1	1
ORTHO_5381	0	yes	1	1	1	1
ORTHO_5382	0	yes	1	1	1	1
ORTHO_5383	0	yes	1	1	1	1
ORTHO_5384	0	yes	1	1	1	1
ORTHO_5385	0	yes	1	1	1	1
ORTHO_5386	0	yes	1	1	1	1
ORTHO_5387	0	yes	1	1	1	1
ORTHO_5389	0	yes	1	1	1	1
ORTHO_5390	0	yes	1	1	1	1
ORTHO_5391	0	yes	1	1	1	1
ORTHO_5392	0	yes	1	1	1	1
ORTHO_5393	0	yes	1	1	1	1
ORTHO_5395	0	yes	1	1	1	1
ORTHO_5396	0	yes	1	1	1	1
ORTHO_5397	0	yes	1	1	1	1
ORTHO_5399	0	yes	1	1	1	1
ORTHO_5401	0	yes	1	1	1	1
ORTHO_5402	0	yes	1	1	1	1
ORTHO_5403	0	yes	1	1	1	1
ORTHO_5406	0	yes	1	1	1	1
ORTHO_5407	0	yes	1	1	1	1
ORTHO_5408	0	yes	1	1	1	1
ORTHO_5410	0	yes	1	1	1	1
ORTHO_5411	0	yes	1	1	1	1
ORTHO_5412	0	yes	1	1	1	1
ORTHO_5415	0	yes	1	1	1	1
ORTHO_5416	0	yes	1	1	1	1
ORTHO_5417	0	yes	1	1	1	1
ORTHO_5418	0	yes	1	1	1	1
ORTHO_5419	0	yes	1	1	1	1
ORTHO_5420	0	yes	1	1	1	1
ORTHO_5423	0	yes	1	1	1	1
ORTHO_5426	0	yes	1	1	1	1
ORTHO_5427	0	yes	1	1	1	1
ORTHO_5429	0	yes	1	1	1	1
ORTHO_5433	0	yes	1	1	1	1
ORTHO_5436	0	yes	1	1	1	1
ORTHO_5437	0	yes	1	1	1	1
ORTHO_5438	0	yes	1	1	1	1
ORTHO_5439	0	yes	1	1	1	1
ORTHO_5440	0	yes	1	1	1	1
ORTHO_5441	0	yes	1	1	1	1
ORTHO_5442	0	yes	1	1	1	1
ORTHO_5444	0	yes	1	1	1	1
ORTHO_5445	0	yes	1	1	1	1
ORTHO_5446	0	yes	1	1	1	1
ORTHO_5447	0	yes	1	1	1	1
ORTHO_5448	0	yes	1	1	1	1
ORTHO_5449	0	yes	1	1	1	1
ORTHO_5450	0	yes	1	1	1	1
ORTHO_5451	0	yes	1	1	1	1
ORTHO_5452	0	yes	1	1	1	1
ORTHO_5455	0	yes	1	1	1	1
ORTHO_5456	0	yes	1	1	1	1
ORTHO_5458	0	yes	1	1	1	1
ORTHO_5459	0	yes	1	1	1	1
ORTHO_5460	0	yes	1	1	1	1
ORTHO_5461	0	yes	1	1	1	1
ORTHO_5462	0	yes	1	1	1	1
ORTHO_5463	0	yes	1	1	1	1
ORTHO_5464	0	yes	1	1	1	1
ORTHO_5465	0	yes	1	1	1	1
ORTHO_5466	0	yes	1	1	1	1
ORTHO_5469	0	yes	1	1	1	1
ORTHO_5470	0	yes	1	1	1	1
ORTHO_5471	0	yes	1	1	1	1
ORTHO_5472	0	yes	1	1	1	1
ORTHO_5474	0	yes	1	1	1	1
ORTHO_5476	0	yes	1	1	1	1
ORTHO_5477	0	yes	1	1	1	1
ORTHO_5478	0	yes	1	1	1	1
ORTHO_5479	0	yes	1	1	1	1
ORTHO_5480	0	yes	1	1	1	1
ORTHO_5481	0	yes	1	1	1	1
ORTHO_5483	0	yes	1	1	1	1
ORTHO_5485	0	yes	1	1	1	1
ORTHO_5486	0	yes	1	1	1	1
ORTHO_5487	0	yes	1	1	1	1
ORTHO_5489	0	yes	1	1	1	1
ORTHO_5490	0	yes	1	1	1	1
ORTHO_5492	0	yes	1	1	1	1
ORTHO_5493	0	yes	1	1	1	1
ORTHO_5494	0	yes	1	1	1	1
ORTHO_5495	0	yes	1	1	1	1
ORTHO_5496	0	yes	1	1	1	1
ORTHO_5498	0	yes	1	1	1	1
ORTHO_5499	0	yes	1	1	1	1
ORTHO_5501	0	yes	1	1	1	1
ORTHO_5502	0	yes	1	1	1	1
ORTHO_5506	0	yes	1	1	1	1
ORTHO_5507	0	yes	1	1	1	1
ORTHO_5508	0	yes	1	1	1	1
