ORTHOMCL	Neosp1	Orpsp1_1	Anasp1	Pirfi3	DOMAINS
ORTHO_05968	1	1	1	1	
ORTHO_05969	2	1	0	1	
ORTHO_05970	1	1	1	1	
ORTHO_05971	1	1	1	1	
ORTHO_05972	1	1	1	1	
ORTHO_05973	1	1	1	1	
ORTHO_05974	1	1	1	1	
ORTHO_05975	1	1	1	1	
ORTHO_05976	1	1	1	1	
ORTHO_05977	1	1	1	1	
ORTHO_05978	1	1	1	1	
ORTHO_05979	1	1	1	1	
ORTHO_05980	1	1	1	1	
ORTHO_05981	1	0	2	1	
ORTHO_05982	1	1	1	1	
ORTHO_05983	1	1	1	1	
ORTHO_05984	1	1	1	1	
ORTHO_05985	1	1	1	1	
ORTHO_05986	1	1	1	1	
ORTHO_05987	1	1	1	1	
ORTHO_05988	2	0	1	1	
ORTHO_05989	2	0	1	1	
ORTHO_05990	1	2	0	1	
ORTHO_05991	1	2	0	1	
ORTHO_05992	1	1	1	1	
ORTHO_05993	1	1	1	1	
ORTHO_05994	1	1	1	1	
ORTHO_05995	1	1	1	1	
ORTHO_05996	1	1	1	1	
ORTHO_05997	1	1	1	1	
ORTHO_05998	1	1	1	1	
ORTHO_05999	1	1	1	1	
ORTHO_06000	1	1	1	1	
ORTHO_06001	1	1	1	1	
ORTHO_06002	1	1	1	1	
ORTHO_06003	1	1	1	1	
ORTHO_06004	1	1	1	1	
ORTHO_06005	1	1	1	1	
ORTHO_06006	1	1	1	1	
ORTHO_06007	1	1	1	1	
ORTHO_06008	1	1	1	1	
ORTHO_06009	1	1	1	1	
ORTHO_06010	1	1	1	1	
ORTHO_06011	1	1	1	1	
ORTHO_06012	2	0	1	1	
ORTHO_06013	1	1	1	1	
ORTHO_06014	1	1	1	1	
ORTHO_06015	2	0	1	1	
ORTHO_06016	2	0	1	1	
ORTHO_06017	1	1	1	1	
ORTHO_06018	1	1	1	1	
ORTHO_06019	2	0	1	1	
ORTHO_06020	2	0	1	1	
ORTHO_06021	1	1	1	1	
ORTHO_06022	1	1	1	1	
ORTHO_06023	1	2	1	0	
ORTHO_06024	2	1	0	1	
ORTHO_06025	1	1	1	1	
ORTHO_06026	1	1	1	1	
ORTHO_06027	2	1	0	1	
ORTHO_06028	2	0	1	1	
ORTHO_06029	1	1	1	1	
ORTHO_06030	1	1	1	1	
ORTHO_06031	1	1	1	1	
ORTHO_06032	1	1	1	1	
ORTHO_06033	1	1	1	1	
ORTHO_06034	1	1	1	1	
ORTHO_06035	2	0	1	1	
ORTHO_06036	1	1	1	1	
ORTHO_06037	1	1	1	1	
ORTHO_06038	1	1	1	1	
ORTHO_06039	1	1	1	1	
ORTHO_06040	1	1	1	1	
ORTHO_06041	2	0	1	1	
ORTHO_06042	1	1	1	1	
ORTHO_06043	2	0	1	1	
ORTHO_06044	2	0	1	1	
ORTHO_06045	1	1	1	1	
ORTHO_06046	1	1	1	1	
ORTHO_06047	1	1	1	1	
ORTHO_06048	2	0	1	1	
ORTHO_06049	1	1	1	1	
ORTHO_06050	1	1	1	1	
ORTHO_06051	1	1	1	1	
ORTHO_06052	1	1	1	1	
ORTHO_06053	1	1	1	1	
ORTHO_06054	1	1	1	1	
ORTHO_06055	1	1	1	1	
ORTHO_06056	1	1	1	1	
ORTHO_06057	1	1	1	1	
ORTHO_06058	0	2	1	1	
ORTHO_06059	1	1	1	1	
ORTHO_06060	1	1	1	1	
ORTHO_06061	2	0	1	1	
ORTHO_06062	1	1	1	1	
ORTHO_06063	1	1	1	1	
ORTHO_06064	1	1	1	1	
ORTHO_06065	1	1	1	1	
ORTHO_06066	2	0	1	1	
ORTHO_06067	1	1	1	1	
ORTHO_06068	1	1	1	1	
ORTHO_06069	2	0	1	1	
ORTHO_06070	2	0	1	1	
ORTHO_06071	1	2	0	1	
ORTHO_06072	1	1	1	1	
ORTHO_06073	1	1	1	1	
ORTHO_06074	1	1	1	1	
ORTHO_06075	1	1	1	1	
ORTHO_06076	1	1	1	1	
ORTHO_06077	2	0	1	1	
ORTHO_06078	1	1	1	1	
ORTHO_06079	1	2	0	1	
ORTHO_06080	2	0	1	1	
ORTHO_06081	1	1	1	1	
ORTHO_06082	1	1	1	1	
ORTHO_06083	1	0	2	1	
ORTHO_06084	1	1	1	1	
ORTHO_06085	1	1	1	1	
ORTHO_06086	1	1	1	1	
ORTHO_06087	0	1	2	1	
ORTHO_06088	1	2	0	1	
ORTHO_06089	1	1	1	1	
ORTHO_06090	1	1	1	1	
ORTHO_06091	1	1	1	1	
ORTHO_06092	1	1	1	1	
ORTHO_06093	2	0	1	1	
ORTHO_06094	2	0	1	1	
ORTHO_06095	1	1	1	1	
ORTHO_06096	1	1	1	1	
ORTHO_06097	1	1	1	1	
ORTHO_06098	1	1	1	1	
ORTHO_06099	1	1	1	1	
ORTHO_06100	1	1	1	1	
ORTHO_06101	1	1	1	1	
ORTHO_06102	2	0	1	1	
ORTHO_06103	1	1	1	1	
ORTHO_06104	1	1	1	1	
ORTHO_06105	2	0	1	1	
ORTHO_06106	2	0	1	1	
ORTHO_06107	1	1	1	1	
ORTHO_06108	1	1	1	1	
ORTHO_06109	1	1	1	1	
ORTHO_06110	1	1	1	1	
ORTHO_06111	1	1	1	1	
ORTHO_06112	1	1	1	1	
ORTHO_06113	1	1	1	1	
ORTHO_06114	1	1	1	1	
ORTHO_06115	1	1	1	1	
ORTHO_06116	1	1	1	1	
ORTHO_06117	1	1	1	1	
ORTHO_06118	1	1	1	1	
ORTHO_06119	2	0	1	1	
ORTHO_06120	1	1	1	1	
ORTHO_06121	1	1	1	1	
ORTHO_06122	1	1	1	1	
ORTHO_06123	1	1	1	1	
ORTHO_06124	1	1	1	1	
ORTHO_06125	1	1	1	1	
ORTHO_06126	1	1	1	1	
ORTHO_06127	1	1	1	1	
ORTHO_06128	1	1	1	1	
ORTHO_06129	1	1	1	1	
ORTHO_06130	2	1	0	1	
ORTHO_06131	2	0	1	1	
ORTHO_06132	1	1	1	1	
ORTHO_06133	1	1	1	1	
ORTHO_06134	1	1	1	1	
ORTHO_06135	1	1	1	1	
ORTHO_06136	1	1	1	1	
ORTHO_06137	1	1	1	1	
ORTHO_06138	1	1	1	1	
ORTHO_06139	2	1	0	1	
ORTHO_06140	2	0	1	1	
ORTHO_06141	2	0	1	1	
ORTHO_06142	1	1	1	1	
ORTHO_06143	1	1	1	1	
ORTHO_06144	1	1	1	1	
ORTHO_06145	1	1	1	1	
ORTHO_06146	1	1	1	1	
ORTHO_06147	1	1	1	1	
ORTHO_06148	1	1	1	1	
ORTHO_06149	1	1	1	1	
ORTHO_06150	1	1	1	1	
ORTHO_06151	1	1	1	1	
ORTHO_06152	1	1	1	1	
ORTHO_06153	1	1	1	1	
ORTHO_06154	1	1	1	1	
ORTHO_06155	1	1	1	1	
ORTHO_06156	2	0	1	1	
ORTHO_06157	2	0	1	1	
ORTHO_06158	1	2	0	1	
ORTHO_06159	1	2	1	0	
ORTHO_06160	1	1	1	1	
ORTHO_06161	1	1	1	1	
ORTHO_06162	2	0	1	1	
ORTHO_06163	1	1	1	1	
ORTHO_06164	1	1	1	1	
ORTHO_06165	1	2	0	1	
ORTHO_06166	1	1	1	1	
ORTHO_06167	1	1	1	1	
ORTHO_06168	1	1	1	1	
ORTHO_06169	1	1	1	1	
ORTHO_06170	1	1	1	1	
ORTHO_06171	1	1	1	1	
ORTHO_06172	1	1	1	1	
ORTHO_06173	1	1	1	1	
ORTHO_06174	1	1	1	1	
ORTHO_06175	1	1	1	1	
ORTHO_06176	1	1	1	1	
ORTHO_06177	1	1	1	1	
ORTHO_06178	1	1	1	1	
ORTHO_06179	1	1	1	1	
ORTHO_06180	2	0	1	1	
ORTHO_06181	1	0	2	1	
ORTHO_06182	2	0	1	1	
ORTHO_06183	2	0	1	1	
ORTHO_06184	1	1	1	1	
ORTHO_06185	2	0	1	1	
ORTHO_06186	1	1	1	1	
ORTHO_06187	1	1	1	1	
ORTHO_06188	1	1	1	1	
ORTHO_06189	1	1	1	1	
ORTHO_06190	1	1	1	1	
ORTHO_06191	1	1	1	1	
ORTHO_06192	1	1	1	1	
ORTHO_06193	2	0	1	1	
ORTHO_06194	1	1	1	1	
ORTHO_06195	1	1	1	1	
ORTHO_06196	1	1	1	1	
ORTHO_06197	1	1	1	1	
ORTHO_06198	1	1	1	1	
ORTHO_06199	2	1	0	1	
ORTHO_06200	2	0	1	1	
ORTHO_06201	1	1	1	1	
ORTHO_06202	1	1	1	1	
ORTHO_06203	1	1	1	1	
ORTHO_06204	1	1	1	1	
ORTHO_06205	1	1	1	1	
ORTHO_06206	1	1	1	1	
ORTHO_06207	1	1	1	1	
ORTHO_06208	1	1	1	1	
ORTHO_06209	1	1	1	1	
ORTHO_06210	1	1	1	1	
ORTHO_06211	1	1	1	1	
ORTHO_06212	1	1	1	1	
ORTHO_06213	1	1	1	1	
ORTHO_06214	1	1	1	1	
ORTHO_06215	2	1	0	1	
ORTHO_06216	2	1	0	1	
ORTHO_06217	1	1	1	1	
ORTHO_06218	1	1	1	1	
ORTHO_06219	1	1	1	1	
ORTHO_06220	2	0	1	1	
ORTHO_06221	1	1	1	1	
ORTHO_06222	1	1	1	1	
ORTHO_06223	1	1	1	1	
ORTHO_06224	1	1	1	1	
ORTHO_06225	2	0	1	1	
ORTHO_06226	1	1	1	1	
ORTHO_06227	2	0	1	1	
ORTHO_06228	2	0	1	1	
ORTHO_06229	1	1	1	1	
ORTHO_06230	1	2	0	1	
ORTHO_06231	1	1	1	1	
ORTHO_06232	1	1	1	1	
ORTHO_06233	2	0	1	1	
ORTHO_06234	1	1	1	1	
ORTHO_06235	1	1	1	1	
ORTHO_06236	1	1	1	1	
ORTHO_06237	1	1	1	1	
ORTHO_06238	1	1	1	1	
ORTHO_06239	2	0	1	1	
ORTHO_06240	1	1	1	1	
ORTHO_06241	1	1	1	1	
ORTHO_06242	1	1	1	1	
ORTHO_06243	1	1	1	1	
ORTHO_06244	2	0	1	1	
ORTHO_06245	1	1	1	1	
ORTHO_06246	1	1	1	1	
ORTHO_06247	1	1	1	1	
ORTHO_06248	1	1	1	1	
ORTHO_06249	1	1	1	1	
ORTHO_06250	1	1	1	1	
ORTHO_06251	1	1	1	1	
ORTHO_06252	1	1	1	1	
ORTHO_06253	1	1	1	1	
ORTHO_06254	1	1	1	1	
ORTHO_06255	1	1	1	1	
ORTHO_06256	1	1	1	1	
ORTHO_06257	1	1	1	1	
ORTHO_06258	1	1	1	1	
ORTHO_06259	1	1	1	1	
ORTHO_06260	1	1	1	1	
ORTHO_06261	1	1	1	1	
ORTHO_06262	1	1	1	1	
ORTHO_06263	1	1	1	1	
ORTHO_06264	1	1	1	1	
ORTHO_06265	1	1	1	1	
ORTHO_06266	1	1	1	1	
ORTHO_06267	1	1	1	1	
ORTHO_06268	1	1	1	1	
ORTHO_06269	1	1	1	1	
ORTHO_06270	1	1	1	1	
ORTHO_06271	1	1	1	1	
ORTHO_06272	1	1	1	1	
ORTHO_06273	1	1	1	1	
ORTHO_06274	1	1	1	1	
ORTHO_06275	1	1	1	1	
ORTHO_06276	1	1	1	1	
ORTHO_06277	1	1	1	1	
ORTHO_06278	1	1	1	1	
ORTHO_06279	1	1	1	1	
ORTHO_06280	1	1	1	1	
ORTHO_06281	1	1	1	1	
ORTHO_06282	2	0	1	1	
ORTHO_06283	2	0	1	1	
ORTHO_06284	1	1	1	1	
ORTHO_06285	1	1	1	1	
ORTHO_06286	1	1	1	1	
ORTHO_06287	1	1	1	1	
ORTHO_06288	0	2	1	1	
ORTHO_06289	1	1	1	1	
ORTHO_06290	1	1	1	1	
ORTHO_06291	1	1	1	1	
ORTHO_06292	2	0	1	1	
ORTHO_06293	1	1	1	1	
ORTHO_06294	2	0	1	1	
ORTHO_06295	1	1	1	1	
ORTHO_06296	1	1	1	1	
ORTHO_06297	1	1	1	1	
ORTHO_06298	1	1	1	1	
ORTHO_06299	1	1	1	1	
ORTHO_06300	2	0	1	1	
ORTHO_06301	1	1	1	1	
ORTHO_06302	1	1	1	1	
ORTHO_06303	1	1	1	1	
ORTHO_06304	1	1	1	1	
ORTHO_06305	1	1	1	1	
ORTHO_06306	1	1	1	1	
ORTHO_06307	1	1	1	1	
ORTHO_06308	1	1	1	1	
ORTHO_06309	1	1	1	1	
ORTHO_06310	1	1	1	1	
ORTHO_06311	1	1	1	1	
ORTHO_06312	1	1	1	1	
ORTHO_06313	1	1	1	1	
ORTHO_06314	2	0	1	1	
ORTHO_06315	1	1	1	1	
ORTHO_06316	2	0	1	1	
ORTHO_06317	1	1	1	1	
ORTHO_06318	1	1	1	1	
ORTHO_06319	1	1	1	1	
ORTHO_06320	1	1	1	1	
ORTHO_06321	1	1	1	1	
ORTHO_06322	1	1	1	1	
ORTHO_06323	1	1	1	1	
ORTHO_06324	1	1	1	1	
ORTHO_06325	1	1	1	1	
ORTHO_06326	1	1	1	1	
ORTHO_06327	1	0	2	1	
ORTHO_06328	1	1	1	1	
ORTHO_06329	1	1	1	1	
ORTHO_06330	1	1	1	1	
ORTHO_06331	1	1	1	1	
ORTHO_06332	0	1	2	1	
ORTHO_06333	2	0	1	1	
ORTHO_06334	1	1	1	1	
ORTHO_06335	1	1	1	1	
ORTHO_06336	1	1	1	1	
ORTHO_06337	1	1	1	1	
ORTHO_06338	1	1	1	1	
ORTHO_06339	1	1	1	1	
ORTHO_06340	0	4	0	0	
ORTHO_06341	0	4	0	0	
ORTHO_06342	0	4	0	0	
ORTHO_06343	3	1	0	0	
ORTHO_06344	2	2	0	0	
ORTHO_06345	0	4	0	0	
ORTHO_06346	0	4	0	0	
ORTHO_06347	0	3	1	0	
ORTHO_06348	0	4	0	0	
ORTHO_06349	0	3	1	0	
ORTHO_06350	1	3	0	0	
ORTHO_06351	1	2	1	0	
ORTHO_06352	0	3	1	0	
ORTHO_06353	0	4	0	0	
ORTHO_06354	1	2	1	0	
ORTHO_06355	0	4	0	0	
ORTHO_06356	0	4	0	0	
ORTHO_06357	1	3	0	0	
ORTHO_06358	1	2	1	0	
ORTHO_06359	0	4	0	0	
ORTHO_06360	1	3	0	0	
ORTHO_06361	0	3	1	0	
ORTHO_06362	0	4	0	0	
ORTHO_06363	0	4	0	0	
ORTHO_06364	0	3	1	0	
ORTHO_06365	0	4	0	0	
ORTHO_06366	1	3	0	0	
ORTHO_06367	0	4	0	0	
ORTHO_06368	0	4	0	0	
ORTHO_06369	0	4	0	0	
ORTHO_06370	0	4	0	0	
ORTHO_06371	0	4	0	0	
ORTHO_06372	0	4	0	0	
ORTHO_06373	0	4	0	0	
ORTHO_06374	0	4	0	0	
ORTHO_06375	0	4	0	0	
ORTHO_06376	0	4	0	0	
ORTHO_06377	0	4	0	0	
ORTHO_06378	0	3	1	0	
ORTHO_06379	1	3	0	0	
ORTHO_06380	0	2	2	0	
ORTHO_06381	0	4	0	0	
ORTHO_06382	0	4	0	0	
ORTHO_06383	0	4	0	0	
ORTHO_06384	0	4	0	0	
ORTHO_06385	0	3	1	0	
ORTHO_06386	0	4	0	0	
ORTHO_06387	0	4	0	0	
ORTHO_06388	0	4	0	0	
ORTHO_06389	0	4	0	0	
ORTHO_06390	2	2	0	0	
ORTHO_06391	1	3	0	0	
ORTHO_06392	0	4	0	0	
ORTHO_06393	0	4	0	0	
ORTHO_06394	1	2	1	0	
ORTHO_06395	0	4	0	0	
ORTHO_06396	0	3	1	0	
ORTHO_06397	0	4	0	0	
ORTHO_06398	0	4	0	0	
ORTHO_06399	0	2	2	0	
ORTHO_06400	0	3	1	0	
ORTHO_06401	2	2	0	0	
ORTHO_06402	2	2	0	0	
ORTHO_06403	0	4	0	0	
ORTHO_06404	0	4	0	0	
ORTHO_06405	1	3	0	0	
ORTHO_06406	0	4	0	0	
ORTHO_06407	1	3	0	0	
ORTHO_06408	0	4	0	0	
ORTHO_06409	0	4	0	0	
ORTHO_06410	0	4	0	0	
ORTHO_06411	2	2	0	0	
ORTHO_06412	0	3	1	0	
ORTHO_06413	0	4	0	0	
ORTHO_06414	0	4	0	0	
ORTHO_06415	0	3	1	0	
ORTHO_06416	0	4	0	0	
ORTHO_06417	1	2	1	0	
ORTHO_06418	0	4	0	0	
ORTHO_06419	0	4	0	0	
ORTHO_06420	0	4	0	0	
ORTHO_06421	0	4	0	0	
ORTHO_06422	0	4	0	0	
ORTHO_06423	0	3	1	0	
ORTHO_06424	0	4	0	0	
ORTHO_06425	0	4	0	0	
ORTHO_06426	0	4	0	0	
ORTHO_06427	0	4	0	0	
ORTHO_06428	0	4	0	0	
ORTHO_06429	0	4	0	0	
ORTHO_06430	0	4	0	0	
ORTHO_06431	1	2	1	0	
ORTHO_06432	0	3	1	0	
ORTHO_06433	1	2	1	0	
ORTHO_06434	0	4	0	0	
ORTHO_06435	0	4	0	0	
ORTHO_06436	0	4	0	0	
ORTHO_06437	1	2	1	0	
ORTHO_06438	0	4	0	0	
ORTHO_06439	2	2	0	0	
ORTHO_06440	0	4	0	0	
ORTHO_06441	0	2	2	0	
ORTHO_06442	0	4	0	0	
ORTHO_06443	0	4	0	0	
ORTHO_06444	0	4	0	0	
ORTHO_06445	0	4	0	0	
ORTHO_06446	1	3	0	0	
ORTHO_06447	0	4	0	0	
ORTHO_06448	1	3	0	0	
ORTHO_06449	1	2	1	0	
ORTHO_06450	1	2	1	0	
ORTHO_06451	1	3	0	0	
ORTHO_06452	0	4	0	0	
ORTHO_06453	0	4	0	0	
ORTHO_06454	1	2	1	0	
ORTHO_06455	1	2	1	0	
ORTHO_06456	1	3	0	0	
ORTHO_06457	0	4	0	0	
ORTHO_06458	1	2	1	0	
ORTHO_06459	2	1	1	0	
ORTHO_06460	2	1	1	0	
ORTHO_06461	2	1	1	0	
ORTHO_06462	2	1	1	0	
ORTHO_06463	2	1	1	0	
ORTHO_06464	1	2	1	0	
ORTHO_06465	2	1	1	0	
ORTHO_06466	2	1	1	0	
ORTHO_06467	2	1	1	0	
ORTHO_06468	1	2	1	0	
ORTHO_06469	2	1	1	0	
ORTHO_06470	0	3	1	0	
ORTHO_06471	3	1	0	0	
ORTHO_06472	2	1	1	0	
ORTHO_06473	1	2	1	0	
ORTHO_06474	2	1	1	0	
ORTHO_06475	0	1	3	0	
ORTHO_06476	3	1	0	0	
ORTHO_06477	0	0	4	0	
ORTHO_06478	3	1	0	0	
ORTHO_06479	1	1	2	0	
ORTHO_06480	1	0	3	0	
ORTHO_06481	1	1	2	0	
ORTHO_06482	2	1	1	0	
ORTHO_06483	2	1	1	0	
ORTHO_06484	1	2	1	0	
ORTHO_06485	0	3	1	0	
ORTHO_06486	4	0	0	0	
ORTHO_06487	3	0	1	0	
ORTHO_06488	1	1	2	0	
ORTHO_06489	2	1	1	0	
ORTHO_06490	2	1	1	0	
ORTHO_06491	1	1	2	0	
ORTHO_06492	1	2	1	0	
ORTHO_06493	2	1	1	0	
ORTHO_06494	2	1	1	0	
ORTHO_06495	1	1	2	0	
ORTHO_06496	0	1	3	0	
ORTHO_06497	2	1	1	0	
ORTHO_06498	2	1	1	0	
ORTHO_06499	2	1	1	0	
ORTHO_06500	2	1	1	0	
ORTHO_06501	1	2	1	0	
ORTHO_06502	2	1	1	0	
ORTHO_06503	1	1	2	0	
ORTHO_06504	2	1	1	0	
ORTHO_06505	1	1	2	0	
ORTHO_06506	1	1	2	0	
ORTHO_06507	1	2	1	0	
ORTHO_06508	4	0	0	0	
ORTHO_06509	4	0	0	0	
ORTHO_06510	4	0	0	0	
ORTHO_06511	3	0	1	0	
ORTHO_06512	4	0	0	0	
ORTHO_06513	4	0	0	0	
ORTHO_06514	4	0	0	0	
ORTHO_06515	2	0	2	0	
ORTHO_06516	3	0	1	0	
ORTHO_06517	4	0	0	0	
ORTHO_06518	2	1	1	0	
ORTHO_06519	2	1	1	0	
ORTHO_06520	2	1	1	0	
ORTHO_06521	4	0	0	0	
ORTHO_06522	4	0	0	0	
ORTHO_06523	4	0	0	0	
ORTHO_06524	2	1	1	0	
ORTHO_06525	4	0	0	0	
ORTHO_06526	4	0	0	0	
ORTHO_06527	2	1	1	0	
ORTHO_06528	3	0	1	0	
ORTHO_06529	4	0	0	0	
ORTHO_06530	2	1	1	0	
ORTHO_06531	4	0	0	0	
ORTHO_06532	4	0	0	0	
ORTHO_06533	2	0	2	0	
ORTHO_06534	2	1	1	0	
ORTHO_06535	0	1	3	0	
ORTHO_06536	2	1	1	0	
ORTHO_06537	2	1	1	0	
ORTHO_06538	1	2	1	0	
ORTHO_06539	2	1	1	0	
ORTHO_06540	1	1	2	0	
ORTHO_06541	2	1	1	0	
ORTHO_06542	2	1	1	0	
ORTHO_06543	2	1	1	0	
ORTHO_06544	2	1	1	0	
ORTHO_06545	1	0	3	0	
ORTHO_06546	2	0	2	0	
ORTHO_06547	0	0	4	0	
ORTHO_06548	4	0	0	0	
ORTHO_06549	4	0	0	0	
ORTHO_06550	4	0	0	0	
ORTHO_06551	4	0	0	0	
ORTHO_06552	4	0	0	0	
ORTHO_06553	4	0	0	0	
ORTHO_06554	4	0	0	0	
ORTHO_06555	2	0	2	0	
ORTHO_06556	1	0	3	0	
ORTHO_06557	1	0	3	0	
ORTHO_06558	0	0	4	0	
ORTHO_06559	0	0	4	0	
ORTHO_06560	0	0	4	0	
ORTHO_06561	0	0	4	0	
ORTHO_06562	0	0	4	0	
ORTHO_06563	0	0	4	0	
ORTHO_06564	0	0	4	0	
ORTHO_06565	0	0	4	0	
ORTHO_06566	0	0	4	0	
ORTHO_06567	0	0	4	0	
ORTHO_06568	0	0	4	0	
ORTHO_06569	0	0	4	0	
ORTHO_06570	0	0	4	0	
ORTHO_06571	0	0	4	0	
ORTHO_06572	0	0	4	0	
ORTHO_06573	0	0	4	0	
ORTHO_06574	0	0	4	0	
ORTHO_06575	0	0	4	0	
ORTHO_06576	3	0	0	0	
ORTHO_06577	2	1	0	0	
ORTHO_06578	2	0	0	1	
ORTHO_06579	3	0	0	0	
ORTHO_06580	2	0	0	1	
ORTHO_06581	2	0	0	1	
ORTHO_06582	2	1	0	0	
ORTHO_06583	2	0	0	1	
ORTHO_06584	3	0	0	0	
ORTHO_06585	2	0	0	1	
ORTHO_06586	2	1	0	0	
ORTHO_06587	2	1	0	0	
ORTHO_06588	3	0	0	0	
ORTHO_06589	2	0	0	1	
ORTHO_06590	2	0	0	1	
ORTHO_06591	2	1	0	0	
ORTHO_06592	2	0	0	1	
ORTHO_06593	3	0	0	0	
ORTHO_06594	2	0	0	1	
ORTHO_06595	3	0	0	0	
ORTHO_06596	3	0	0	0	
ORTHO_06597	2	0	1	0	
ORTHO_06598	3	0	0	0	
ORTHO_06599	3	0	0	0	
ORTHO_06600	3	0	0	0	
ORTHO_06601	2	1	0	0	
ORTHO_06602	2	1	0	0	
ORTHO_06603	2	0	1	0	
ORTHO_06604	3	0	0	0	
ORTHO_06605	2	0	1	0	
ORTHO_06606	2	0	0	1	
ORTHO_06607	2	1	0	0	
ORTHO_06608	2	0	1	0	
ORTHO_06609	2	0	0	1	
ORTHO_06610	2	1	0	0	
ORTHO_06611	2	1	0	0	
ORTHO_06612	2	0	1	0	
ORTHO_06613	2	1	0	0	
ORTHO_06614	2	1	0	0	
ORTHO_06615	2	0	0	1	
ORTHO_06616	3	0	0	0	
ORTHO_06617	3	0	0	0	
ORTHO_06618	2	0	0	1	
ORTHO_06619	3	0	0	0	
ORTHO_06620	2	0	0	1	
ORTHO_06621	3	0	0	0	
ORTHO_06622	2	0	1	0	
ORTHO_06623	2	1	0	0	
ORTHO_06624	2	0	0	1	
ORTHO_06625	3	0	0	0	
ORTHO_06626	3	0	0	0	
ORTHO_06627	3	0	0	0	
ORTHO_06628	2	0	1	0	
ORTHO_06629	3	0	0	0	
ORTHO_06630	2	0	1	0	
ORTHO_06631	2	0	1	0	
ORTHO_06632	2	0	0	1	
ORTHO_06633	1	0	1	1	
ORTHO_06634	1	0	1	1	
ORTHO_06635	1	1	1	0	
ORTHO_06636	1	0	1	1	
ORTHO_06637	1	2	0	0	
ORTHO_06638	1	0	1	1	
ORTHO_06639	1	2	0	0	
ORTHO_06640	1	0	1	1	
ORTHO_06641	1	1	0	1	
ORTHO_06642	1	0	1	1	
ORTHO_06643	1	1	0	1	
ORTHO_06644	1	1	0	1	
ORTHO_06645	1	0	2	0	
ORTHO_06646	1	1	1	0	
ORTHO_06647	1	0	1	1	
ORTHO_06648	1	0	1	1	
ORTHO_06649	1	0	1	1	
ORTHO_06650	1	0	1	1	
ORTHO_06651	1	2	0	0	
ORTHO_06652	1	0	1	1	
ORTHO_06653	1	1	0	1	
ORTHO_06654	1	0	2	0	
ORTHO_06655	1	0	1	1	
ORTHO_06656	1	0	1	1	
ORTHO_06657	1	0	1	1	
ORTHO_06658	1	2	0	0	
ORTHO_06659	1	0	1	1	
ORTHO_06660	1	2	0	0	
ORTHO_06661	1	0	1	1	
ORTHO_06662	1	0	1	1	
ORTHO_06663	1	0	1	1	
ORTHO_06664	1	0	1	1	
ORTHO_06665	1	0	1	1	
ORTHO_06666	1	0	1	1	
ORTHO_06667	1	1	0	1	
ORTHO_06668	1	0	1	1	
ORTHO_06669	1	0	1	1	
ORTHO_06670	1	0	1	1	
ORTHO_06671	1	1	0	1	
ORTHO_06672	0	1	1	1	
ORTHO_06673	1	1	0	1	
ORTHO_06674	1	0	1	1	
ORTHO_06675	1	0	2	0	
ORTHO_06676	1	1	0	1	
ORTHO_06677	1	2	0	0	
ORTHO_06678	1	0	1	1	
ORTHO_06679	1	1	0	1	
ORTHO_06680	1	0	1	1	
ORTHO_06681	1	0	1	1	
ORTHO_06682	1	0	1	1	
ORTHO_06683	1	1	1	0	
ORTHO_06684	1	0	2	0	
ORTHO_06685	1	0	1	1	
ORTHO_06686	1	1	1	0	
ORTHO_06687	1	0	1	1	
ORTHO_06688	1	0	1	1	
ORTHO_06689	1	0	1	1	
ORTHO_06690	1	0	1	1	
ORTHO_06691	1	0	1	1	
ORTHO_06692	1	1	1	0	
ORTHO_06693	1	0	1	1	
ORTHO_06694	1	0	1	1	
ORTHO_06695	1	1	0	1	
ORTHO_06696	1	0	1	1	
ORTHO_06697	1	0	1	1	
ORTHO_06698	1	0	1	1	
ORTHO_06699	1	1	0	1	
ORTHO_06700	1	0	1	1	
ORTHO_06701	1	0	1	1	
ORTHO_06702	1	0	1	1	
ORTHO_06703	1	0	1	1	
ORTHO_06704	1	1	0	1	
ORTHO_06705	1	0	1	1	
ORTHO_06706	1	1	1	0	
ORTHO_06707	1	0	1	1	
ORTHO_06708	1	0	1	1	
ORTHO_06709	1	0	1	1	
ORTHO_06710	1	1	1	0	
ORTHO_06711	1	0	1	1	
ORTHO_06712	1	0	1	1	
ORTHO_06713	1	0	1	1	
ORTHO_06714	1	0	1	1	
ORTHO_06715	1	0	1	1	
ORTHO_06716	1	0	1	1	
ORTHO_06717	1	1	0	1	
ORTHO_06718	1	2	0	0	
ORTHO_06719	1	1	0	1	
ORTHO_06720	1	0	1	1	
ORTHO_06721	1	0	1	1	
ORTHO_06722	1	0	1	1	
ORTHO_06723	1	0	1	1	
ORTHO_06724	1	0	1	1	
ORTHO_06725	1	0	1	1	
ORTHO_06726	1	0	1	1	
ORTHO_06727	1	0	1	1	
ORTHO_06728	1	0	1	1	
ORTHO_06729	1	0	1	1	
ORTHO_06730	1	1	1	0	
ORTHO_06731	1	1	0	1	
ORTHO_06732	1	0	1	1	
ORTHO_06733	1	1	0	1	
ORTHO_06734	1	0	1	1	
ORTHO_06735	1	1	1	0	
ORTHO_06736	1	1	1	0	
ORTHO_06737	1	0	1	1	
ORTHO_06738	1	1	1	0	
ORTHO_06739	1	0	1	1	
ORTHO_06740	1	1	0	1	
ORTHO_06741	1	0	1	1	
ORTHO_06742	1	0	1	1	
